AT,V,AP,RH,PE,cooks_distance
24.4,67.45,1015.63,57.1,435.47,6.078651236704995e-05
14.76,49.64,1026.31,75.67,461.16,4.176548156632388e-05
29.08,67.07,1005.73,57.18,435.57,2.1624228710148928e-08
20.58,49.15,1021.42,56.15,453.87,2.5486616810053797e-05
28.25,66.54,1011.02,43.77,439.67,7.873612405257639e-07
12.2,39.72,1018.07,54.83,471.33,2.8433249353120776e-07
18.65,52.08,1005.48,99.94,449.55,1.567507534202755e-05
31.63,68.3,1014.8,42.02,426.86,0.00011501923261737822
23.19,60.75,1008.33,82.0,439.43,1.9438924187502652e-05
16.69,40.56,1019.92,51.43,469.9,1.664295687227463e-05
15.34,40.73,1018.03,86.19,458.55,4.3765953450311384e-05
10.94,25.36,1009.47,100.1,470.9,2.7468107866496e-05
26.31,48.6,1002.64,60.04,440.06,3.565093599328359e-05
11.68,39.22,1017.9,57.95,471.8,7.213247834480737e-08
25.76,65.48,1017.82,54.77,441.14,1.1656757121690058e-05
29.97,73.06,1009.41,78.26,430.37,7.81242408885933e-06
28.05,62.6,1017.01,46.46,449.73,4.987258870086743e-05
26.91,61.5,1009.47,55.26,436.84,1.467839100489561e-05
21.23,50.59,1017.42,69.26,453.95,1.6220127665142424e-06
29.56,70.4,1006.49,82.95,432.85,5.917035024498592e-07
7.0,36.24,1013.15,89.64,483.06,5.2430434287402994e-05
23.07,69.23,1011.78,76.06,437.08,2.5052818591038263e-05
20.15,49.5,1013.47,66.7,462.65,1.5781526872611817e-05
24.48,66.25,1009.42,88.17,441.07,1.004526316612799e-06
12.37,46.97,1013.95,90.76,464.4,9.110367515850936e-07
22.86,62.52,1016.23,70.67,447.96,1.1871880312739143e-07
17.01,50.59,1015.8,80.95,463.4,4.2324425711676065e-06
22.32,70.47,1010.97,83.16,441.87,2.0653724348280013e-06
27.78,72.43,1006.72,74.53,429.62,2.1896130149217367e-05
12.93,36.71,1013.22,83.44,472.42,7.583469214608821e-06
24.46,61.9,1013.88,87.16,441.34,1.5667158124599912e-05
11.98,44.6,1018.59,86.71,470.02,5.681871271077394e-07
12.59,44.34,1017.01,85.57,474.11,1.938923996382063e-05
24.77,48.92,1010.25,47.04,448.25,2.899382466419339e-06
19.13,58.66,1013.32,74.86,453.92,2.4296696462336215e-07
13.41,40.89,1010.85,89.61,472.4,3.2363000115641676e-05
6.75,39.4,1011.28,90.84,483.77,0.0001087131770024325
14.79,46.48,1007.46,92.4,462.55,3.939900327056013e-06
10.87,44.71,1021.38,58.22,484.63,0.00020875057375141726
11.44,44.2,1018.14,84.9,476.12,2.2949014811144048e-05
9.53,38.18,1018.43,75.33,476.54,3.022387081128477e-06
28.83,66.44,1008.47,77.49,430.01,3.475333186046051e-05
8.35,43.79,1016.2,85.23,484.21,0.00010084443163326998
12.33,39.85,1012.53,66.04,479.32,9.919832807466213e-05
15.23,44.9,1007.75,81.34,456.07,1.625233041439323e-05
31.71,69.04,1008.79,49.32,441.15,6.614887534009208e-05
13.78,42.03,1017.51,84.94,467.6,3.1196507994405603e-09
29.28,65.71,1013.76,48.05,445.49,3.9211753817619445e-05
31.65,66.25,1008.57,59.05,437.35,8.598547410790955e-06
12.83,41.67,1012.84,84.29,474.81,3.337090670230614e-05
6.93,41.14,1027.18,84.67,479.06,5.000555272729492e-07
29.77,69.98,1013.32,69.6,430.65,2.6011394749902697e-05
7.49,36.08,1020.27,85.69,483.26,2.1216171185605907e-05
12.28,41.49,1019.73,94.79,467.44,7.803899818520298e-06
19.18,65.06,1015.99,77.06,448.26,5.944467098827232e-06
13.24,40.83,1007.9,87.53,472.22,5.162019748917631e-05
30.3,73.9,1006.72,55.13,440.79,8.004152718446355e-05
11.87,40.67,1011.43,62.92,479.18,0.00012615780544889517
22.97,64.15,1021.0,70.61,450.07,1.8548767924828243e-07
35.03,68.27,1006.55,43.82,426.22,9.066920271440654e-06
28.37,63.31,1013.18,49.02,437.64,9.249129453592027e-06
13.92,41.16,1000.98,83.89,454.15,9.047310821004631e-05
33.79,69.05,1001.62,40.13,435.1,0.00010115076290858726
28.88,54.89,1007.16,46.6,440.99,2.70172180628726e-07
27.08,66.05,1017.33,54.68,439.47,1.030124693972044e-05
7.08,39.99,1010.55,91.44,482.83,0.00011147128929299172
27.58,65.27,1013.51,50.43,441.3,3.891145309023126e-08
15.69,37.64,1016.0,83.88,462.18,1.5295502546393336e-05
11.84,40.05,1014.54,86.78,473.82,1.1348819924061262e-05
31.97,79.74,1007.03,55.84,435.99,8.764551172624782e-05
16.64,44.9,1021.02,70.34,460.93,9.823093498209697e-06
31.59,58.9,1003.39,47.6,440.52,4.3331563979046125e-05
24.17,59.44,1012.66,78.53,447.13,4.52070513676118e-08
23.72,66.48,1003.61,73.75,436.62,1.3850694710484366e-05
17.37,57.76,1016.0,86.59,456.4,8.029679458383082e-11
29.79,77.17,1009.68,64.0,432.84,7.831390067059724e-07
28.43,69.59,1008.79,73.33,439.26,6.053177796836461e-06
29.42,79.74,1007.24,61.26,437.61,6.081636093791087e-05
7.44,38.5,1012.81,70.27,488.12,0.00021982779068558043
21.23,61.5,1008.98,82.14,450.92,5.310606723767387e-06
21.33,58.46,1016.17,79.73,445.27,1.8563268269878102e-05
13.06,44.2,1018.95,85.68,469.02,4.2373037355219007e-07
28.85,58.33,1013.78,41.39,444.0,1.942551990263896e-06
20.51,63.86,1020.65,75.36,447.18,2.297787112608195e-05
15.46,37.64,1014.57,87.53,462.96,9.407206196491247e-06
24.44,73.5,1011.49,87.39,437.73,5.767172965558276e-06
8.26,39.42,1025.89,70.53,474.72,1.8744877512264206e-05
23.5,54.42,1012.31,68.29,455.38,1.1363159050891355e-05
29.25,67.32,1013.88,38.57,437.94,6.064245243363846e-07
23.48,66.49,1014.41,62.61,450.05,1.1909165633386039e-05
24.78,68.94,1007.29,70.56,435.93,9.965809067930736e-06
21.47,50.12,1009.19,93.68,448.11,1.634106291391429e-05
20.68,68.61,1011.2,84.81,446.33,2.71211752966797e-08
15.54,41.23,995.45,83.73,463.06,0.00011209854053105898
18.63,61.27,1019.69,73.67,454.03,7.90988168939958e-07
29.87,73.91,1004.53,74.3,431.8,6.128906919217592e-07
17.54,44.58,1016.56,79.0,465.51,5.205916361991614e-06
5.53,35.79,1011.19,94.01,484.64,8.243678395203741e-05
12.68,43.7,1016.07,86.89,471.8,8.905405961767502e-06
11.7,41.16,1017.98,95.71,462.94,4.714239382147334e-05
23.83,64.15,1020.93,63.86,447.95,5.198031428035581e-07
21.59,66.54,1004.88,90.54,441.71,3.231369742517866e-06
10.31,44.63,1020.55,88.62,471.78,1.172262043672564e-08
14.54,42.99,1009.27,90.88,468.93,2.848896309766508e-05
34.11,73.56,1006.77,45.92,432.78,3.5353138204517294e-05
18.8,44.71,1016.56,31.29,459.85,2.852403296959483e-06
25.94,60.75,1007.22,64.76,439.46,3.646446455668166e-06
9.26,41.66,1016.87,73.32,483.51,8.424958122839573e-05
20.34,46.63,1013.16,79.08,453.62,4.360307113242887e-06
13.45,40.73,1018.7,93.88,461.03,5.385213060475984e-05
24.19,65.48,1018.8,60.54,443.92,7.168925597094755e-06
9.43,43.69,1017.28,91.8,478.48,3.411104138492338e-05
11.71,41.44,1015.37,79.95,474.22,1.1727562585964954e-05
26.64,62.44,1011.81,72.46,438.67,6.626206047837736e-06
24.54,48.06,1013.02,55.18,443.67,5.2495828519500326e-05
8.53,43.14,1012.25,78.88,480.08,7.319398384438952e-05
28.66,74.93,1014.04,51.26,440.79,2.593980526378652e-05
28.7,71.64,1007.11,69.85,436.58,3.490361668052655e-06
7.51,41.01,1024.61,97.41,477.61,1.2767099828553062e-07
25.57,62.96,1019.92,58.34,444.81,4.100650589154188e-06
31.74,67.32,1013.69,36.59,436.17,2.7683662031867016e-07
11.68,40.55,1006.48,96.16,474.8,0.00010558850957175242
28.57,69.34,1007.98,65.55,439.46,7.867088446041836e-06
28.14,61.47,1009.69,64.66,435.35,1.3393029977114761e-05
13.79,45.08,1025.02,84.36,469.55,7.349704419816009e-09
14.68,43.99,1023.36,86.79,461.91,3.9194993994816e-05
27.33,51.43,1006.18,67.6,439.12,2.3392065959085787e-05
10.63,40.67,1017.13,66.12,483.27,0.00010630689477052333
11.02,44.58,1016.4,83.57,481.85,8.29249018195454e-05
17.18,63.09,1020.67,93.58,451.37,3.15128707814928e-05
26.92,73.17,1011.42,76.94,431.29,3.0309729302157254e-05
21.69,44.57,1005.84,71.53,447.88,2.593701952331936e-05
25.31,65.59,1011.16,79.71,440.96,9.932257103172407e-07
12.69,40.75,1016.05,82.92,472.68,7.390477623777965e-06
22.98,69.84,1005.55,84.1,437.49,1.0715882034861988e-05
16.09,50.59,1015.69,84.41,463.64,3.184155226764079e-06
14.8,40.2,1012.87,88.35,466.27,5.180057456036657e-07
31.23,72.58,1006.61,60.8,427.58,9.939034198040839e-06
17.31,58.49,1011.8,92.77,456.84,4.3595091683728535e-06
20.06,44.9,1008.79,70.06,448.51,3.5448177847638916e-05
23.45,45.61,1012.84,73.42,454.92,1.2908190002571743e-06
15.62,35.4,1016.19,53.95,467.95,3.3001356308991193e-08
7.61,39.42,1024.93,74.77,475.55,1.234930353309037e-05
27.99,71.58,1010.68,68.99,435.99,2.8947980143175677e-07
17.9,43.72,1008.64,74.73,452.55,2.466550163733018e-05
31.98,73.42,1010.66,60.06,432.2,4.281023709800091e-07
14.65,39.28,1014.04,77.98,470.41,8.250158269271823e-06
14.93,43.02,1012.11,45.56,468.19,2.836430677288337e-05
20.2,64.45,1009.03,61.77,452.33,1.557535541036101e-05
16.66,41.16,1007.37,76.82,463.39,6.017614336317799e-06
31.38,68.27,1006.79,52.79,426.67,3.467845065052833e-05
18.73,46.48,1007.19,79.23,450.74,1.9048957326805917e-05
16.82,47.45,1010.19,88.48,449.57,5.1373624790245505e-05
18.87,67.71,1004.0,87.35,444.77,8.641966842246095e-07
26.39,71.25,999.8,89.12,430.34,2.337024303129546e-05
25.13,57.69,1007.43,78.43,437.8,2.460195437053981e-05
29.72,74.78,1009.32,55.25,438.19,2.5325669679000068e-05
22.15,43.77,1010.81,60.08,448.46,3.6729934145440824e-05
7.89,71.14,1018.4,86.49,474.66,0.00046316795450850637
9.06,36.3,1015.14,58.71,477.38,1.1088768736837944e-05
28.5,64.84,1011.47,54.41,441.74,3.766668585203208e-06
24.93,69.05,1001.02,85.14,429.53,7.97507801894938e-05
26.08,76.86,1003.3,79.49,436.85,1.5981382402310414e-05
8.37,39.99,1010.36,93.26,482.31,0.00012707919151105777
31.0,71.77,1006.29,48.56,431.07,2.729378116786095e-07
21.92,48.14,1013.44,67.8,449.65,1.0495279861205552e-05
32.44,77.95,1014.83,50.69,434.97,2.405099980461362e-05
14.44,40.1,1015.51,79.78,468.19,7.373290037550679e-07
26.01,58.41,1013.56,70.84,443.74,1.631154819166179e-06
7.51,43.02,1014.35,86.46,485.38,0.00013237204244927867
10.96,45.01,1017.97,95.82,468.64,8.465462907033143e-07
20.91,59.14,1017.25,74.7,442.67,4.10747646851785e-05
22.75,58.86,1016.0,67.34,448.32,1.1821880649263428e-06
14.14,39.59,1010.84,96.02,465.23,6.928077914086153e-08
3.68,39.64,1011.31,84.05,490.02,0.0002511663455775392
16.94,50.59,1018.75,94.22,460.64,1.020497452937582e-07
17.85,53.16,1013.05,82.72,456.49,5.269804739216592e-09
31.28,75.08,1005.39,49.53,438.63,0.0001013011943690065
23.7,70.04,1011.13,84.16,436.28,2.786494485606895e-05
10.25,37.14,1013.14,70.73,474.37,5.025462579983515e-06
20.39,64.15,1021.31,62.35,457.37,2.282065325412079e-05
19.25,43.43,1012.01,73.26,451.08,3.085812057020346e-05
5.51,41.03,1022.28,84.5,491.84,0.00017624004637362107
25.23,66.44,1011.37,51.3,438.28,1.2718926602273623e-05
30.29,71.58,1010.01,54.03,434.27,9.594535639695861e-08
30.13,78.05,1010.99,61.5,434.14,5.826837074821904e-06
17.65,59.87,1018.58,94.65,450.93,2.891737428329745e-05
13.83,40.78,1024.85,73.08,458.85,0.00016210040007647063
23.89,70.04,1011.16,84.9,433.71,5.6422165714812847e-05
16.57,53.82,1015.17,63.69,462.52,6.728570419881984e-06
22.97,72.24,1011.15,95.85,437.41,2.9926792522916872e-05
14.79,39.54,1007.25,82.54,469.23,3.2913331574376e-05
18.31,42.23,1012.88,79.32,464.45,7.707368488157113e-06
24.26,67.69,1008.48,66.74,437.4,9.488506578089994e-06
14.69,35.71,1015.78,57.34,467.39,2.315032346816147e-06
22.2,44.05,1007.34,75.13,445.32,5.7923584676387235e-05
21.8,65.94,1012.02,63.52,448.66,2.5029542304355255e-06
24.39,71.85,1009.73,72.24,438.2,2.5740776920722058e-06
20.43,63.09,1016.46,91.78,445.58,2.6115194053870093e-05
11.73,40.64,1020.68,96.98,477.06,2.88783219532482e-05
23.78,69.71,1008.79,83.17,443.06,2.5640993294215646e-06
17.72,48.14,1013.26,65.09,457.44,1.100874160769638e-06
31.24,72.39,999.47,68.17,430.7,9.557533921552844e-06
23.58,49.3,1003.8,74.62,440.44,5.999062971638306e-05
14.77,48.06,1010.92,69.81,461.52,6.298044683325387e-09
25.85,75.08,1006.24,57.73,444.63,8.711598172739057e-05
6.4,39.9,1007.75,86.55,486.03,0.0002714607380120516
13.51,40.89,1011.03,84.83,471.99,2.4724064438513867e-05
12.72,39.13,1008.36,92.59,467.28,1.1085440096881469e-06
22.61,45.38,1013.92,62.91,459.53,1.3349556542601227e-05
21.39,63.9,1013.44,70.95,449.38,4.0964835636600223e-07
17.54,42.42,1008.97,67.67,471.28,9.437763512327157e-05
19.74,45.38,1015.11,80.67,459.39,2.6539241027848165e-07
29.12,74.87,1009.85,62.51,435.51,2.5829289907063054e-06
28.02,71.77,1006.5,72.41,428.58,2.927408516321409e-05
31.16,64.96,1001.71,44.85,425.82,7.010382560073703e-05
15.24,48.6,1007.08,86.49,459.85,6.060203431048285e-07
19.69,57.32,1012.41,75.51,449.59,2.4562237718377925e-06
12.82,43.5,1022.38,84.32,471.41,1.2803206823073934e-06
15.57,44.68,1022.01,90.02,460.91,2.881708718197131e-05
10.65,41.78,1013.66,70.04,474.27,1.4955494571189156e-05
6.45,35.77,1018.86,67.84,483.12,1.8943211225418654e-05
21.4,68.28,1008.2,60.34,450.22,3.0237218794319497e-05
23.82,60.32,1016.61,75.29,445.0,6.162722080976991e-06
8.14,39.96,1023.41,88.86,477.05,3.030531585964552e-08
9.03,37.14,1012.79,76.27,478.95,2.9465402914362322e-05
19.61,56.65,1020.64,63.74,457.41,6.693328650016364e-07
28.24,65.74,1013.4,64.87,438.47,1.366496592271814e-06
14.22,40.83,1009.2,81.32,469.75,2.1683916946296204e-05
10.44,39.04,1023.99,85.03,480.34,2.5168918717905287e-05
34.14,74.34,1000.19,43.56,434.23,0.00017856546329413577
26.13,71.64,1004.16,87.18,439.73,1.8362233256476625e-05
12.0,41.17,1019.48,58.71,474.4,1.1833435663780778e-05
31.18,74.34,1003.81,63.59,434.15,2.5398324559415062e-05
25.39,70.36,1006.76,73.62,436.5,2.6051406537004605e-06
33.37,71.37,1003.75,45.26,432.67,3.0137050169963815e-05
5.21,35.79,1012.44,94.35,485.17,7.189311991551483e-05
21.31,50.78,1008.68,85.28,445.17,2.9010393356666408e-05
28.4,75.23,1011.12,55.01,441.78,4.463850377151606e-05
13.43,40.1,1015.82,87.9,471.77,7.793175173588174e-06
26.13,57.32,1012.27,45.78,441.6,1.5374319638653628e-05
30.47,77.3,1002.13,63.7,434.68,5.652114971127282e-05
21.14,58.98,1009.05,94.36,448.31,1.865339560668321e-07
24.92,73.68,1015.12,93.68,438.23,1.0919798431954068e-05
12.57,41.79,1014.99,87.8,461.88,2.1086448581093675e-05
18.31,46.21,1010.46,82.15,451.75,1.9129585621400138e-05
23.48,49.16,1002.7,70.22,445.72,5.335914693852831e-06
19.05,53.16,1013.22,82.8,455.76,5.551569590338815e-08
17.47,43.56,1014.15,54.71,460.87,6.700450145572959e-07
26.13,73.21,1002.12,92.02,435.34,1.6528432864110231e-06
15.79,49.21,1015.08,75.8,457.7,4.208173830920824e-06
6.8,41.16,1023.17,95.4,477.8,8.178338203416368e-08
28.98,62.66,1009.1,52.62,438.45,9.52340818818696e-08
14.12,39.4,1008.02,76.45,468.63,1.4879779952397666e-05
26.02,74.78,1010.04,72.78,439.82,5.60974795990841e-06
19.97,50.78,1008.75,92.7,446.57,3.8830337209030365e-05
15.06,39.3,1019.63,63.32,464.15,1.519785798388027e-05
6.58,43.02,1014.03,84.95,488.22,0.00020197643151721728
10.46,41.26,1020.65,92.24,473.76,5.751272847417378e-07
19.65,45.01,1014.18,56.77,451.63,3.636054094556808e-05
19.06,44.63,1004.23,84.43,456.54,1.907245208166143e-06
26.02,70.79,1004.21,79.12,428.72,5.7901529994333624e-05
31.77,76.09,1007.4,73.36,431.69,6.5718666700394964e-06
23.69,77.54,1009.32,89.7,440.21,6.088867882347193e-06
28.3,59.27,1010.92,61.83,445.19,7.202723394521608e-06
23.62,56.85,1011.11,64.44,442.96,8.731709863553924e-06
18.9,60.07,1016.02,71.38,451.5,2.202791934402525e-06
28.86,73.18,1012.46,68.8,427.01,5.899960935956164e-05
19.98,56.53,1020.22,73.53,454.89,5.333366619534874e-07
24.13,48.98,1014.74,40.13,460.38,9.618355240139998e-05
28.99,68.24,1008.75,66.57,428.28,3.7037690242826543e-05
29.58,76.2,1008.37,60.73,433.91,3.1229240672448924e-06
20.03,45.01,1012.73,56.89,460.11,4.3397306062742265e-06
15.48,47.83,1004.88,81.68,463.67,2.9517037007376657e-05
6.06,41.17,1019.67,84.7,489.62,0.0001389918087345809
16.73,45.0,1023.44,60.68,467.08,1.8979126106950495e-06
30.28,79.74,1006.96,70.21,433.45,2.096231078653544e-05
22.1,65.06,1014.56,71.5,442.18,1.3161952962438614e-05
18.31,52.9,1015.99,66.14,459.61,1.5089780732627624e-06
10.05,41.17,1018.98,83.71,481.38,4.6233668337316373e-05
8.88,39.66,1015.21,88.29,481.45,4.9808620494307826e-05
13.79,45.08,1023.3,83.59,465.69,8.133458911368086e-06
14.16,40.89,1010.78,82.86,471.15,2.3906895749721953e-05
15.74,71.14,1019.65,65.94,457.29,1.717066259416896e-05
21.97,69.23,1012.25,86.45,443.85,8.996185778439612e-07
19.65,63.91,1009.26,99.08,444.9,1.4954225436163672e-05
27.23,71.77,1006.59,77.94,427.39,5.723655343800903e-05
31.05,62.7,1009.35,55.27,441.67,2.17498323383904e-05
27.56,65.59,1010.88,66.47,439.64,9.114972268968189e-09
13.3,37.9,997.41,91.51,465.61,4.6267436298957774e-05
27.01,71.25,1000.46,87.95,431.38,7.797566699781267e-06
14.41,40.71,1016.78,69.77,467.01,5.8147416008663034e-08
22.78,49.16,1002.29,64.28,444.99,1.5593271284981344e-05
24.86,65.34,1012.99,60.33,447.25,6.0014317954893835e-06
12.49,38.25,1012.61,83.32,470.63,2.4252426812322965e-06
29.6,69.82,1010.49,61.66,438.47,5.425745842389956e-06
12.0,41.5,1013.21,86.75,473.68,1.8313788537163346e-05
25.16,74.33,1014.55,76.7,436.15,1.5699329756407303e-05
29.58,66.51,1015.57,32.95,435.47,2.7585929362505198e-05
20.21,65.06,1016.46,73.36,451.46,6.412229187149477e-07
23.24,63.78,1017.1,63.8,446.95,5.459774558186128e-07
23.25,69.45,1013.85,70.14,437.18,2.960777746031851e-05
29.25,71.94,1007.18,63.62,427.49,2.8142628368471753e-05
30.29,74.16,1008.77,75.23,431.39,5.774596038555413e-07
27.61,59.54,1005.84,71.27,437.85,3.7275559200367785e-06
27.97,69.48,1010.4,57.24,432.18,1.907325937491452e-05
24.82,57.19,1007.82,71.46,439.91,1.2420849115221694e-05
13.24,39.16,1016.52,86.66,474.48,1.788075746128998e-05
14.97,58.2,1019.52,81.13,458.68,2.0293735978386154e-06
26.03,59.07,1007.3,82.52,440.6,3.100089330215624e-06
29.99,74.9,1003.84,64.43,435.87,3.217476619502936e-05
8.61,41.04,1024.81,95.6,473.62,1.3255707116776338e-05
9.0,43.13,1020.25,81.32,481.09,4.024575439313074e-05
32.89,66.44,1009.94,60.55,431.54,2.34632416735523e-06
24.31,44.05,1006.16,73.3,442.69,7.164335282619284e-05
24.02,70.94,1008.0,79.55,441.57,1.5473915977812e-06
22.92,61.9,1013.27,78.32,446.08,6.953613172721991e-07
19.26,65.61,1015.03,85.74,451.85,1.2631702306765206e-06
24.88,63.31,1014.23,55.76,441.54,7.878825290904292e-06
21.38,58.33,1013.05,72.75,446.8,3.7840414427631948e-06
29.29,72.58,1007.39,72.85,428.73,1.729823952259854e-05
27.98,58.33,1013.92,54.25,437.76,2.7219122539852497e-05
27.56,66.93,1016.81,55.59,444.1,4.945481754328542e-06
30.14,67.69,1006.54,57.05,426.91,4.2770283194280775e-05
28.94,62.26,1010.64,50.41,436.04,1.0732369647459457e-05
30.83,71.58,1009.92,48.8,432.11,1.4869799105800906e-06
25.82,69.68,1012.69,89.94,439.58,1.0760897685403248e-06
27.37,72.58,1008.16,79.94,428.05,5.2183545184029986e-05
6.42,35.57,1025.58,79.63,485.86,1.989863002068832e-05
8.42,42.28,1008.4,87.78,481.91,0.00017787975696618958
12.33,38.91,1017.24,79.84,472.49,2.1134882760804656e-06
34.33,69.05,1000.89,37.9,430.56,2.8489490441846082e-05
15.68,39.16,1006.09,75.62,461.98,3.041369557466338e-08
25.77,69.04,1009.66,65.49,445.35,1.663697731729021e-05
21.67,61.45,1010.84,92.19,443.82,1.298113933738626e-05
16.48,41.35,1005.61,89.07,465.64,3.723287126191085e-05
26.44,69.34,1009.55,73.18,440.43,1.442428547841303e-06
10.07,40.46,1018.65,69.2,470.99,3.216590641009573e-06
9.78,41.93,1023.18,75.05,484.03,8.129703190065694e-05
21.96,69.94,1011.09,80.27,441.15,6.653103221078121e-06
26.81,71.29,1009.65,80.69,434.48,7.754639535444729e-06
31.01,67.69,1005.06,46.16,426.64,4.6382929684885564e-05
24.11,68.63,1014.34,45.28,448.45,2.578672857555884e-05
31.38,70.83,1010.35,47.28,431.33,3.7908461049495673e-06
7.92,39.54,1011.51,84.41,481.44,7.215971330810141e-05
27.55,63.13,1012.92,71.29,440.75,4.2338973858095373e-07
12.43,40.27,1007.08,61.56,470.92,3.865743452390763e-05
25.57,66.54,1005.22,83.48,430.92,5.919317704921065e-05
24.14,63.21,1012.28,89.08,440.74,1.4396622001724312e-05
29.45,70.02,1010.28,65.93,437.82,3.2688648593390557e-06
32.31,62.04,1010.41,39.39,450.13,0.00030147151804328274
10.2,41.01,1021.39,96.64,468.27,2.967695981143538e-05
28.33,68.14,1004.63,71.21,431.27,1.2148387569774437e-05
17.57,43.7,1015.53,67.22,463.64,1.1819994710545792e-06
15.99,43.5,1021.34,73.22,460.7,2.080368740518934e-05
29.08,52.84,1006.14,40.09,438.24,2.1690045879624516e-05
14.38,45.09,1012.95,86.1,464.27,9.123381541645784e-08
6.64,35.19,1019.83,76.01,484.03,1.9860936077998348e-05
25.27,69.89,1015.21,79.33,436.33,2.8202858975998263e-05
28.31,50.05,1005.75,50.17,436.75,6.726038080635749e-05
28.01,51.43,1011.6,49.2,449.82,1.962689590470974e-05
18.99,59.27,1012.15,89.39,453.4,6.527404630391463e-07
11.51,41.06,1021.3,78.11,476.91,1.5113133786661585e-05
21.3,59.39,1013.83,84.53,444.21,1.8464510343292607e-05
23.51,57.32,1012.55,53.6,444.58,9.475379864558503e-06
14.73,39.52,1017.01,74.21,470.45,4.543856367772641e-06
28.76,60.23,1010.03,58.24,437.42,5.834573327604391e-06
31.55,69.75,1010.12,58.36,435.01,2.2475936769158156e-06
23.97,64.05,1012.23,90.18,447.44,5.820555871858682e-06
11.45,45.01,1018.88,92.12,470.4,5.575939823249293e-07
25.54,48.41,1010.51,55.34,437.58,0.00012596856153094033
23.36,62.52,1016.18,68.18,448.37,9.511820756379453e-08
20.94,44.89,1009.64,75.14,450.71,1.3328916421058473e-05
14.28,37.2,1013.96,82.71,467.44,5.3541638269429264e-08
16.89,49.21,1015.19,70.39,458.25,1.3253573504228506e-06
29.39,71.14,1010.97,53.88,430.5,2.039735499329789e-05
20.82,63.77,1014.28,86.37,448.9,1.0477884600268908e-07
17.18,40.55,1000.47,72.03,461.73,3.261305835341523e-05
23.07,50.05,1006.9,86.98,442.97,4.084048282019932e-05
10.72,39.35,1015.35,86.43,480.18,4.863165908624901e-05
10.41,41.01,1020.12,94.27,472.82,1.7244114011057575e-09
6.49,39.33,1010.85,91.85,489.22,0.00027680097509773515
25.08,61.02,1010.01,73.21,437.31,1.7487808967112726e-05
23.63,73.5,1011.46,89.39,438.21,8.546259881853134e-06
18.93,59.39,1013.92,68.78,450.14,3.480231537243126e-06
21.85,58.33,1013.03,66.39,447.31,2.2749368975399703e-06
9.48,40.8,1023.82,78.98,485.36,9.039445153447434e-05
16.77,42.28,1007.53,73.19,465.52,2.2360028313222392e-05
25.91,58.98,1010.02,75.31,442.65,8.543116961958989e-07
6.77,38.18,1017.8,81.13,484.31,4.2483857913593525e-05
